case:concept:name,concept:name
4513,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4514,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4515,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4516,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4517,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4518,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell']"
4519,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4520,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4521,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4522,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4523,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4524,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4525,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4526,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4527,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4528,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4529,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4530,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4531,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4532,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4533,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4534,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4535,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4536,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4537,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4538,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4539,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4540,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4541,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4542,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4543,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4544,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4545,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4546,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4547,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4548,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4549,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4550,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4551,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4552,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4553,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Seal full safety box', 'Store safety box', 'Prepare new safety box', 'Place battery cell in safety box']"
4554,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4555,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4556,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4557,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4558,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4559,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4560,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4561,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4562,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4563,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4564,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4565,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4566,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4567,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4568,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4569,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4570,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4571,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Seal full safety box', 'Store safety box', 'Prepare new safety box', 'Place battery cell in safety box']"
4572,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4573,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4574,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4575,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4576,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4577,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4578,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4579,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4580,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4581,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4582,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4583,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4584,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4585,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4586,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4587,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4588,"['Battery cell completely discharged', 'Check battery cell for damage']"
4589,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4590,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4591,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4592,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4593,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4594,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4595,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4596,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4597,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4598,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4599,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes']"
4600,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4601,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4602,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4603,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4604,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4605,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4606,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4607,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4608,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4609,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4610,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4611,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4612,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4613,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4614,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4615,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4616,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4617,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4618,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4619,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4620,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4621,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4623,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4624,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4625,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4626,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4627,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4628,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4629,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4630,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4631,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4632,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4633,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4634,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4635,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4636,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4637,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4638,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4639,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4640,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
4641,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4642,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4643,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4644,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4645,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4646,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4647,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4648,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4649,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4650,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4651,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
4652,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
